candidate_id	candidate	classification	confidence	references	likely_structural	source_file_count	closest_existing_term	similarity	rationale	sample_locations
vtr-video-tape-recorder-legacy	VTR (video tape recorder, legacy)	REVIEW	low	1	no	1	Value	0.25	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:48
vu-meter-audio-level	VU meter (audio level)	REVIEW	low	1	no	1	Value	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — V.md:49
walk-cycle-animation-principle	Walk cycle (animation principle)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:1
wall-spreader-grip-rigging	Wall spreader (grip rigging)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:2
wardrobe	Wardrobe	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Quick change (costume___prop).md:13
wardrobe-costume-department	Wardrobe (costume department)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:3
wardrobe-supervisor	Wardrobe supervisor	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Quartermaster (prop___wardrobe role, historical).md:13
wardrobe-test-costume-fitting	Wardrobe test (costume fitting)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:49
warm-light-color-temperature	Warm light (color temperature)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:4
warm-cool-contrast-lighting-design	Warm/cool contrast (lighting design)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:50
wash-broad-light	Wash (broad light)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:5
waste-footage-unused-takes	Waste footage (unused takes)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:6
watchthrough-review-screening	Watchthrough (review screening)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:7
water-effects	Water effects	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Refraction (lens effect).md:7
wavelength-color-science	Wavelength (color science)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:10
wavetable-sound-design	Wavetable (sound design)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:9
wax-model-puppet-material	Wax (model/puppet material)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:11
weathering-set-prop-aging	Weathering (set/prop aging)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:12
web-series	Web series	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:13
wedge-test-lighting-exposure-test	Wedge test (lighting/exposure test)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:47
weight-shift-puppet-animation	Weight shift (puppet animation)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:14
wet-gate-film-scanning	Wet gate (film scanning)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:15
whip-pan-fast-pan-move	Whip pan (fast pan move)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:16
whip-zoom	Whip zoom	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:17
whisper-track-low-level-audio	Whisper track (low-level audio)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:48
white-card-lighting-reference	White card (lighting reference)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:19
white-clip-signal-limit	White clip (signal limit)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:20
white-noise-audio	White noise (audio)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:21
wide-dynamic-range-wdr	Wide dynamic range (WDR)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:51
wide-shot-ws	Wide shot (WS)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:23
widescreen	Widescreen	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:24
wiki-philosophy	Wiki Philosophy	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/LIMNMEDIA Stop-Motion Wiki Overview.md:49
wild-track-audio-recording	Wild track (audio recording)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:25
wind-machine-fx	Wind machine (FX)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:26
wind-up-camera-bolex-style	Wind-up camera (Bolex style)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:27
wipe-transition	Wipe Transition	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Hyperspace Wipe (Transition Effect).md:10
wire-removal	Wire removal	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Pole rig (puppet support).md:13
wire-removal-vfx	Wire removal (VFX)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:28
wire-rig-puppet-support	Wire rig (puppet support)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:29
wireless-microphone	Wireless microphone	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Radio mic.md:7
witness-camera-motion-control-reference	Witness camera (motion control reference)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:30
wobble-camera-shake-effect	Wobble (camera shake effect)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:31
workflow-production-pipeline	Workflow (production pipeline)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:33
working-print-film-editing	Working print (film editing)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:32
workprint-animation-film	Workprint (animation/film)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:34
workspace-editing-software	Workspace (editing software)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:35
wrap-end-of-shoot-call	Wrap (end of shoot call)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:36
wrap-party	Wrap party	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:37
wraparound-set-design	Wraparound (set design)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:38
wreckage-set-miniature-effect	Wreckage set (miniature effect)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:39
wrist-joint-armature	Wrist joint (armature)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:40
write-on-animation-effect	Write-on (animation effect)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:41
writer-s-block-creative-process	Writer’s block (creative process)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:42
writing-room-script-development	Writing room (script development)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:43
wrought-iron-prop-set-material	Wrought iron (prop/set material)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:44
wtf-cut-jarring-edit	WTF cut (jarring edit)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:45
wysiwyg-software-interface	WYSIWYG (software interface)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — W.md:46
x-key-keyboard-shortcut-editing-animation-software	X key (keyboard shortcut, editing/animation software)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:18
x-acto-knife-prop-set-tool	X-acto knife (prop/set tool)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:1
x-axis-camera-animation-movement	X-axis (camera/animation movement)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:2
x-axis-lock-rig-control	X-axis lock (rig control)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:22
x-cam-secondary-witness-camera	X-cam (secondary witness camera)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:25
x-dolly-multi-axis-camera-dolly	X-dolly (multi-axis camera dolly)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:16
x-frame-cross-brace-in-set-rigging	X-frame (cross brace in set rigging)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:23
x-gate-camera-aperture-element	X-gate (camera aperture element)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:15
x-hatch-crosshatching-for-shading	X-hatch (crosshatching for shading)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:17
x-lens-experimental-optical-element	X-lens (experimental optical element)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:28
x-model-experimental-maquette	X-model (experimental maquette)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:24
x-overs-crossover-edit-montage	X-overs (crossover edit/montage)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:26
x-pose-neutral-puppet-rig-pose	X-pose (neutral puppet/rig pose)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:21
x-position-coordinate-system-term	X-position (coordinate system term)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:29
x-ray-effect-visual-gimmick	X-ray effect (visual gimmick)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:8
x-ray-film-archival-material	X-ray film (archival material)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:9
x-ray-lighting-backlit-silhouette	X-ray lighting (backlit silhouette)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:10
x-render-experimental-render-pass	X-render (experimental render pass)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:30
x-sheet	X-sheet	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dope Sheet (Exposure Sheet, X-Sheet).md:5
x-sheet-exposure-sheet-in-animation	X-sheet (exposure sheet in animation)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:3
x-sheet-timing-stop-motion-planning	X-sheet timing (stop-motion planning)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:19
x-shot-placeholder-framing-in-storyboards	X-shot (placeholder framing in storyboards)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:20
x-synchronization-flash-sync	X-synchronization (flash sync)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:11
x-title-placeholder-title-card	X-title (placeholder title card)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:31
xenography-experimental-animation	Xenography (experimental animation)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:12
xenolith-texture-inspiration-design-reference	Xenolith (texture inspiration, design reference)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:27
xenon-lamp-projection-lighting	Xenon lamp (projection/lighting)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:4
xenon-strobe-special-effect	Xenon strobe (special effect)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:5
xerography-2d-animation-reproduction	Xerography (2D animation reproduction)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:13
xeroxed-storyboard-pre-digital-workflow	Xeroxed storyboard (pre-digital workflow)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:14
xlr-adapter-sound-gear	XLR adapter (sound gear)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:7
xlr-cable	XLR cable	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Phantom power (microphones).md:12
xlr-cable-audio-connection	XLR cable (audio connection)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — X.md:6
y-axis-camera-animation-movement	Y-axis (camera/animation movement)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — Y.md:1
y-axis-lock-rig-control	Y-axis lock (rig control)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — Y.md:24
y-axis-rotation-camera-movement	Y-axis rotation (camera movement)	REVIEW	low	1	no	1		0.00	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — Y.md:25
